sentence,ID,clean sentence
The accounts could not be independently confirmed.,39HYCOOPKOMTVCO90ZO2M66YG71DMB,The accounts could not be independently confirmed.
"The attack on Rastan came after Syrian forces killed at least five people when they raided a Sunni farming village in Hama province, torching homes and looting shops in what appeared to be a sign of worsening relations among the country's religious groups.",39HYCOOPKOMTVCO90ZO2M66YG71DMB,"The attack on Rastan came after Syrian forces killed at least five people when they raided a Sunni farming village in Hama province, torching homes and looting shops in what appeared to be a sign of worsening relations among the country's religious groups."
"Syria is overwhelmingly Sunni, but President Bashar Assad and the ruling elite belong to the minatory Alawite sect.",39HYCOOPKOMTVCO90ZO2M66YG71DMB,"Syria is overwhelmingly Sunni, but President Bashar Assad and the ruling elite belong to the minatory Alawite sect."
"Sectarian tensions appear to be growing in some areas, adding a dangerous new element to the violence.",39HYCOOPKOMTVCO90ZO2M66YG71DMB,"Sectarian tensions appear to be growing in some areas, adding a dangerous new element to the violence."
"Many Syrians accuse Assad of exploiting that divide by unleashing Alawite gunmen known as ""shabiha"" who operate as hired muscle for the regime.",39HYCOOPKOMTVCO90ZO2M66YG71DMB,"Many Syrians accuse Assad of exploiting that divide by unleashing Alawite gunmen known as ""shabiha"" who operate as hired muscle for the regime."
"While the government has taken steps to support banks, analysts say more needs to be done to fix the problem once and for all.",3MA5N0ATTCCXEUOXWIGCZH3FYICKWM,"While the government has taken steps to support banks, analysts say more needs to be done to fix the problem once and for all."
"President Barack Obama made a surprise visit on Tuesday to Afghanistan, where he will sign an agreement outlining the U.S.' role in the country as the decade-long war there winds down.",3MA5N0ATTCCXEUOXWIGCZH3FYICKWM,"President Barack Obama made a surprise visit on Tuesday to Afghanistan, where he will sign an agreement outlining the U.S.' role in the country as the decade-long war there winds down."
"Obama will meet with Afghan President Hamid Karzai to sign a ""strategic partnership"" agreement that will govern the U.S.' involvement in the country until American combat troops are withdrawn by the end of 2014, according to the New York Times.",3MA5N0ATTCCXEUOXWIGCZH3FYICKWM,"Obama will meet with Afghan President Hamid Karzai to sign a ""strategic partnership"" agreement that will govern the U.S.' involvement in the country until American combat troops are withdrawn by the end of 2014, according to the New York Times."
"Obama left the U.S. around 12 a.m. early Tuesday morning and landed at Bagram Air Field at 10:30 p.m. local time, according to a pool report.",3MA5N0ATTCCXEUOXWIGCZH3FYICKWM,"Obama left the U.S. around 12 a.m. early Tuesday morning and landed at Bagram Air Field at 10:30 p.m. local time, according to a pool report."
This attack was to make clear our reaction to Obama's trip to Afghanistan.,3AC6MFV69KJA6ZSU1KXMLTH5NFRHZ8,This attack was to make clear our reaction to Obama's trip to Afghanistan.
"The message was that instead of signing a strategic partnership deal with Afghanistan, he should think about taking his troops out from Afghanistan and leave it to Afghans to rebuild their country, Taliban spokesman Zabihullah Mujahid told Reuters by telephone from an undisclosed location.",3AC6MFV69KJA6ZSU1KXMLTH5NFRHZ8,"The message was that instead of signing a strategic partnership deal with Afghanistan, he should think about taking his troops out from Afghanistan and leave it to Afghans to rebuild their country, Taliban spokesman Zabihullah Mujahid told Reuters by telephone from an undisclosed location."
"The message was that instead of signing a strategic partnership deal with Afghanistan, he should think about taking his troops out from Afghanistan and leave it to Afghans to rebuild their country,"" Taliban spokesman Zabihullah Mujahid told Reuters by telephone from an undisclosed location.",3AC6MFV69KJA6ZSU1KXMLTH5NFRHZ8,"The message was that instead of signing a strategic partnership deal with Afghanistan, he should think about taking his troops out from Afghanistan and leave it to Afghans to rebuild their country,"" Taliban spokesman Zabihullah Mujahid told Reuters by telephone from an undisclosed location."
"But America's Kabul ambassador, Ryan Crocker, said involvement of the Haqqani network - which Washington believes is based in Pakistan's North Waziristan region and which it blames for high-profile attacks in Kabul in April - could not be ruled out.",3AC6MFV69KJA6ZSU1KXMLTH5NFRHZ8,"But America's Kabul ambassador, Ryan Crocker, said involvement of the Haqqani network - which Washington believes is based in Pakistan's North Waziristan region and which it blames for high-profile attacks in Kabul in April - could not be ruled out."
"On the anniversary of bin Laden's killing, Crocker said he did not believe there would be a sole turning point in the war.",3AC6MFV69KJA6ZSU1KXMLTH5NFRHZ8,"On the anniversary of bin Laden's killing, Crocker said he did not believe there would be a sole turning point in the war."
Opposition parties and international observers said the poll was marred by widespread reports and allegations of vote-rigging.,3GONHBMNHVZWYDT5SHDZDYP152EMZD,Opposition parties and international observers said the poll was marred by widespread reports and allegations of vote-rigging.
"The allegations have fired up the opposition, which has long seen its protests crushed and its pleas ignored by the Kremlin-dominated media.",3GONHBMNHVZWYDT5SHDZDYP152EMZD,"The allegations have fired up the opposition, which has long seen its protests crushed and its pleas ignored by the Kremlin-dominated media."
"On Facebook, more than 10,000 people signed up to a page announcing an opposition rally for Saturday.",3GONHBMNHVZWYDT5SHDZDYP152EMZD,"On Facebook, more than 10,000 people signed up to a page announcing an opposition rally for Saturday."
"Authorities said Tuesday that at least 51,500 police officers and 2,000 Interior Ministry troops have been deployed in Moscow since the election.",3GONHBMNHVZWYDT5SHDZDYP152EMZD,"Authorities said Tuesday that at least 51,500 police officers and 2,000 Interior Ministry troops have been deployed in Moscow since the election."
"Unlike the police, Interior Ministry troops are an armed force, largely manned by conscripts.",3GONHBMNHVZWYDT5SHDZDYP152EMZD,"Unlike the police, Interior Ministry troops are an armed force, largely manned by conscripts."
"On Wednesday, Muscovites spotted dozens of helicopters patrolling the city — a rare sight in the capital.",3GONHBMNHVZWYDT5SHDZDYP152EMZD,"On Wednesday, Muscovites spotted dozens of helicopters patrolling the city — a rare sight in the capital."
The trial of the former Bosnia Serb army commander Ratko Mladic is due to begin today.Mladic stands accused of 11 counts of wars crimes and crimes against humanity.He is accused of leading a brutal campaign of ethnic cleansing during the Bosnian war between 1992 and 1995.,3GONHBMNHVZWYDT5SHDZDYP152EMZD,The trial of the former Bosnia Serb army commander Ratko Mladic is due to begin today.Mladic stands accused of 11 counts of wars crimes and crimes against humanity.He is accused of leading a brutal campaign of ethnic cleansing during the Bosnian war between 1992 and 1995.
That prompted the Chinese surveillance ships to insert themselves into the situation.,32204AGAABDAFIXPBS9X0M1ZDQLHGA,That prompted the Chinese surveillance ships to insert themselves into the situation.
"The Chinese Embassy said it got in touch with the Philippine Foreign Affairs Department and reiterated China's claim of sovereignty over Huangyan Island, urging the Philippine to leave the area, GMA said.",32204AGAABDAFIXPBS9X0M1ZDQLHGA,"The Chinese Embassy said it got in touch with the Philippine Foreign Affairs Department and reiterated China's claim of sovereignty over Huangyan Island, urging the Philippine to leave the area, GMA said."
"Israeli ambassador to Egypt Yitzhak Levanon who is due to be replaced in the coming weeks has returned to Cairo, media reports said on Sunday.",32204AGAABDAFIXPBS9X0M1ZDQLHGA,"Israeli ambassador to Egypt Yitzhak Levanon who is due to be replaced in the coming weeks has returned to Cairo, media reports said on Sunday."
"He was airlifted out of Egypt when thousands of angry protesters attacked the embassy in September in response to the killing of six Egyptian soldiers by Israeli forces in Sinai, in what Israel said was involuntary manslaughter.",32204AGAABDAFIXPBS9X0M1ZDQLHGA,"He was airlifted out of Egypt when thousands of angry protesters attacked the embassy in September in response to the killing of six Egyptian soldiers by Israeli forces in Sinai, in what Israel said was involuntary manslaughter."
Tel Aviv expressed its official apologies to Cairo on the incident.,32204AGAABDAFIXPBS9X0M1ZDQLHGA,Tel Aviv expressed its official apologies to Cairo on the incident.
Levanon is expected to stay in Cairo for two days to hold a series of farewell meetings with Egyptian officials.,32204AGAABDAFIXPBS9X0M1ZDQLHGA,Levanon is expected to stay in Cairo for two days to hold a series of farewell meetings with Egyptian officials.
A huge security operation has covered Moscow in a show of force following protests over scandal-marred elections that saw Prime Minister Vladimir Putin's party struggle to keep a majority.,3SCKNODZ0XHJWL8ZLN0GZTL20ZBN7M,A huge security operation has covered Moscow in a show of force following protests over scandal-marred elections that saw Prime Minister Vladimir Putin's party struggle to keep a majority.
Demonstrations on Monday and Tuesday were an unusually sustained show of indignation for the Russian opposition.,3SCKNODZ0XHJWL8ZLN0GZTL20ZBN7M,Demonstrations on Monday and Tuesday were an unusually sustained show of indignation for the Russian opposition.
